"INST
CODE",INSTITUTE NAME,PLACE,DIST,BRANCH, OC,BC-A,BC-B,BC-C,BC-D,SC,ST
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,EEE,72416,116404,122014,72416,121360,112435,123563
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,INF,22758,47630,39321,22758,39247,48332,69083
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,MEC,102970,112055,116595,102970,117586,102970,102970
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,CSC,35399,90763,56220,106820,51014,35399,102719
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,CSD,33071,65559,47701,33071,46817,97886,99056
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,CSE,24008,41906,40877,50146,36939,64195,77799
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,CSM,31384,70041,51700,37122,62865,86630,95672
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,CSO,49591,85481,65425,49591,76094,61177,118754
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,ECE,42306,104019,66179,42306,72723,116030,120715
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,MEC,96053,117400,107005,96053,111220,117400,124460
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE
(AUTONOMOUS)",KEESARA,MDL,CIV,118476,118476,118476,118476,118476,118476,118476
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE
(AUTONOMOUS)",KEESARA,MDL,CSD,53080,103709,88092,80312,92535,88492,123277
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE
(AUTONOMOUS)",KEESARA,MDL,CSE,45353,96516,69222,64140,70580,112286,120391
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE
(AUTONOMOUS)",KEESARA,MDL,CSM,50220,90548,81852,80080,96544,112503,124214
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE
(AUTONOMOUS)",KEESARA,MDL,CSO,67216,107567,116063,67216,110784,115802,122577
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE
(AUTONOMOUS)",KEESARA,MDL,ECE,81508,104854,109436,87914,99595,100027,125836
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE
(AUTONOMOUS)",KEESARA,MDL,EEE,85414,125752,98869,85414,116253,85414,122953
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE
(AUTONOMOUS)",KEESARA,MDL,MEC,82521,82521,116764,82521,116764,82521,126064
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,ANE,23633,43422,50646,83884,41129,62779,70157
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,CIV,59456,59456,107856,59456,118107,91539,125451
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,CSC,14380,35089,24574,14380,24864,47110,47578
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,CSD,12849,32074,22061,43705,20322,32994,44528
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,CSE,10934,24456,16219,23835,14981,21896,32588
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,CSI,16037,40429,25240,16037,27957,45690,55492
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,CSM,11904,33337,19157,64296,18166,27209,40990
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,ECE,27095,72228,40618,27095,52255,88328,87994
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,EEE,45039,89905,110002,45039,112395,101613,121362
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,INF,15239,37310,21975,45146,22863,38114,47529
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,MEC,74768,104878,109744,74768,113705,75974,98766
IITT,"INDUR INSTITUTE OF ENGINEERING AND
TECHNOLOGY",SIDDIPET,SDP,CIV,115025,115025,115025,115025,115025,115025,115025
IITT,"INDUR INSTITUTE OF ENGINEERING AND
TECHNOLOGY",SIDDIPET,SDP,CSC,100032,100032,110636,100032,114364,100032,100032
IITT,"INDUR INSTITUTE OF ENGINEERING AND
TECHNOLOGY",SIDDIPET,SDP,CSE,54645,101196,79574,81618,95160,71225,126021
IITT,"INDUR INSTITUTE OF ENGINEERING AND
TECHNOLOGY",SIDDIPET,SDP,CSM,68717,115887,95651,68717,117183,114959,123932
IITT,"INDUR INSTITUTE OF ENGINEERING AND
TECHNOLOGY",SIDDIPET,SDP,ECE,83258,118460,118483,83258,104234,116961,85486
IITT,"INDUR INSTITUTE OF ENGINEERING AND
TECHNOLOGY",SIDDIPET,SDP,EEE,86464,86464,86464,86464,116253,86464,86464
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,AID,42502,104278,69966,42502,75252,108725,121240
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,CIV,99493,99493,99493,99493,119196,99493,125231
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,CSC,39744,97905,71727,39744,78978,78191,120248
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,CSD,43975,92929,64777,43975,70476,43975,119108
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,CSE,27260,63943,47892,95902,44740,83108,81725
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,CSM,39615,84688,60881,58433,70654,115817,119303
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",IBRAHIMPATAN,RR,CSO,64356,86236,86946,77343,85763,71852,125994
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,AID,39811,106270,67599,68113,69347,92233,122160
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,CIV,80104,80104,111375,80104,104895,120879,123627
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSC,38938,100092,57737,55694,61230,38938,104622
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSD,32842,91726,54167,54510,55456,71694,107222
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSE,22147,52315,36098,85061,41705,62119,67712
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSI,37672,94886,58384,54475,62078,93925,119995
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSM,36095,70133,51091,36095,54799,86708,101773
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,CSO,45076,103747,70696,70745,77921,93368,123743
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,ECE,53957,101624,74597,53957,69503,116768,125941
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,EEE,58123,116701,121080,58123,111029,58123,119448
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,INF,29521,73128,48265,29521,52263,88139,103371
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,MEC,114353,114353,116596,114353,114353,114353,115970
JANG,JANGOAN INSTITUTE OF PHARMACEUTICAL SCIS,JANGAON,JGN,PHM,125995,125995,125995,125995,125995,125995,125995
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,CIV,116583,116583,116583,116583,117849,116583,116583
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,CSD,114661,117486,116200,114661,116995,114661,119738
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,CSE,61486,109874,103029,112213,116563,104799,126016
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,CSM,59057,79670,117011,59057,115865,108148,124398
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,ECE,76858,115178,110248,76858,111499,90122,112551
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,EEE,32825,32825,82712,109284,117470,32825,124516
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,MEC,117660,117660,117660,117660,117660,117660,125805
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,AID,34822,70641,62176,111265,59528,34822,120452
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,AIM,38559,88444,70710,52050,67498,68405,118576
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,CIV,113710,113710,113710,113710,113710,113710,125232
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,CSD,27929,50756,44091,27929,41428,51462,89650
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,CSE,19936,48075,29894,108547,34890,47326,55141
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,CSM,26710,45458,46592,26710,42734,46860,85705
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,ECE,38343,117492,78399,70718,84721,92265,120991
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,ECM,56106,91176,107767,81212,110176,97185,123713
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,EEE,65237,110914,122364,65237,113447,101002,126089
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,INF,26379,67165,55599,26379,56113,78617,92382
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,MEC,76852,116292,125909,76852,116292,76852,119896
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",YENKAPALLY,RR,MIN,92338,92338,92338,92338,112916,92338,125735
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND
SCI",KARIMNAGAR,KRM,CIV,115305,115305,115305,115305,115305,115305,115305
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND
SCI",KARIMNAGAR,KRM,CSM,53874,118174,111153,100392,118421,95637,124936
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND
SCI",KARIMNAGAR,KRM,ECE,68904,95032,115122,68904,99605,110803,115288
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND
SCI",KARIMNAGAR,KRM,EEE,112226,112226,112226,112226,116532,112226,124142
JNKR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,CSE,10579,15222,12437,10579,11595,33257,15622
JNKR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,ECE,14957,31133,21468,23719,25446,96270,52775
JNKR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,EEE,19780,82193,35483,19780,64562,76567,58520
JNKR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,INF,14439,23503,18268,14439,26590,22563,28668
JNKR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
JAGITIAL",JAGITIAL,JTL,MEC,36410,104291,89522,90241,111204,69666,120109
JNPASF,"JNAFAU SCHOOL OF PLANNING AND ARCH - SELF
FINANCE",MASABTANK,HYD,DTD,57693,110796,114693,57693,95721,108095,120732
JNPASF,"JNAFAU SCHOOL OF PLANNING AND ARCH - SELF
FINANCE",MASABTANK,HYD,PLG,95242,95242,109274,95242,95242,95242,123767
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,HYDERABAD,MDL,CHE,20629,58091,42907,20629,60012,90130,76995
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,HYDERABAD,MDL,CIV,12364,30926,25966,12364,21746,28782,25953
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,HYDERABAD,MDL,CSE,1211,3107,1342,1211,2146,1211,5198
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,HYDERABAD,MDL,CSM,2241,4285,3066,2241,4326,2241,6164
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,HYDERABAD,MDL,ECE,3131,4912,5454,3710,5162,3131,10671
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,HYDERABAD,MDL,EEE,8792,22873,12354,19834,13493,8792,13746
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,HYDERABAD,MDL,MEC,16091,30078,16091,16091,33243,24583,30219
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,HYDERABAD,MDL,MET,33922,111910,80018,36279,82723,112822,123572
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH  SELF FINANCE",KUKATPALLY,MDL,CIV,32558,102868,85667,70808,100267,97093,77190
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH  SELF FINANCE",KUKATPALLY,MDL,CSE,6616,13899,8494,8179,9128,11286,11966
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH  SELF FINANCE",KUKATPALLY,MDL,ECE,13112,21660,14393,13112,15462,31118,30917
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH  SELF FINANCE",KUKATPALLY,MDL,EEE,23819,84562,64629,23819,88102,99052,56503
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH  SELF FINANCE",KUKATPALLY,MDL,MMS,27734,64232,44744,27734,113948,82528,93193
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH  SELF FINANCE",KUKATPALLY,MDL,MTE,30975,106700,73674,30975,89554,75521,120187
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,CIV,47753,118623,120771,120780,123166,91406,125926
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,CSE,12020,16101,18362,12020,24967,80479,31441
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,CSM,15548,40381,35746,27202,44326,82301,51007
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,EEE,32345,82021,77460,32345,101093,96847,106891
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,MEC,48549,88520,113786,48549,125233,48549,124783
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,MIN,82622,122523,115138,82622,100780,115138,125708
JNTP,JNTUH COLLEGE OF PHAMACY SULTANPUR,Sultanpur,SRD,PHM,87960,87960,87960,87960,87960,87960,87960
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM RAJANNA
SIRCILLA",SRC,CIV,67258,105868,107889,67258,121571,67258,124626
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM RAJANNA
SIRCILLA",SRC,CSE,9874,29145,32395,9874,33787,70070,52898
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM RAJANNA
SIRCILLA",SRC,EEE,57413,106995,120786,57413,116999,121571,125671
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
RAJANNA SIRCILLA","AGRAHARAM RAJANNA
SIRCILLA",SRC,MEC,77570,106995,118493,77570,107398,104291,123142
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,CIV,34442,96280,94654,34442,89255,105042,117551
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,CSE,10459,13500,11586,22624,12741,13534,15396
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,ECE,12576,46802,25572,12576,18721,30850,43714
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,MEC,36368,114144,108956,36368,124600,71298,122574
JNTSSF,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR - SELF FINANCE",SULTANPUR,SRD,CSM,20407,45723,32756,101221,33259,50318,48872
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,CIV,114689,114689,114689,114689,114689,114689,125644
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,CSE,35204,35284,56746,35204,71295,107539,116020
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,CSM,49046,93066,109198,101221,116141,117367,124708
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,ECE,93007,93007,104105,93007,116371,93007,118785
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,CSE,48080,116785,97369,48080,99076,108027,124427
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,CSM,60923,118165,116672,60923,117784,100553,125815
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,ECE,93771,114231,116672,93771,105901,116030,120195
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,INF,59986,101409,101212,111206,116565,114949,125232
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,AIM,81779,91548,116651,97634,117875,81779,109495
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,CIV,111873,111873,111873,111873,111873,111873,121406
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,CSE,52561,114312,67661,84794,109809,60989,125400
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,ECE,29907,111431,115468,29907,110044,115933,123259
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,EEE,112037,112037,115508,112037,116947,112037,124741
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,MEC,118199,118199,118199,118199,118199,118199,119353
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,CIV,113366,113366,113366,113366,117790,113366,113366
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,CSE,59727,85698,78926,83160,82584,109482,119308
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,ECE,65766,65766,118323,65766,100255,112743,114642
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,EEE,100136,100136,103195,100136,115813,109482,100136
KDDW,"KODADA INST OF TECHNOLOGY AND SCIENCE FOR
WOMEN",KODADA,SRP,CIV,NA,NA,NA,NA,124646,NA,NA
KDDW,"KODADA INST OF TECHNOLOGY AND SCIENCE FOR
WOMEN",KODADA,SRP,CSE,NA,NA,NA,NA,68372,NA,NA
KDDW,"KODADA INST OF TECHNOLOGY AND SCIENCE FOR
WOMEN",KODADA,SRP,ECE,NA,NA,NA,NA,116507,NA,NA
KDDW,"KODADA INST OF TECHNOLOGY AND SCIENCE FOR
WOMEN",KODADA,SRP,EEE,NA,NA,NA,NA,123245,NA,NA
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,CIV,75237,123968,75237,75237,110641,75237,123888
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,CSD,38949,80228,65551,38949,64947,95630,120122
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,CSE,31041,61713,49256,31041,56689,46629,104774
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,CSM,33479,75044,56255,60615,64871,51846,120180
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MOINABAD,RR,MEC,113893,113893,113893,113893,118493,113893,122350
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,CIV,43951,102086,84875,108721,124740,121415,119468
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,CSE,9447,25335,15401,40218,19496,16742,35860
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,CSM,14768,37077,23296,14768,22979,21082,38533
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,CSN,29974,65729,39667,43879,53641,48020,71540
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,CSO,24109,42259,48559,24109,40328,41947,91078
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,ECE,30639,73795,44459,30639,59164,54333,71450
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,ECI,39930,99887,71613,58821,109317,82646,119776
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,EEE,32640,115091,61029,62893,88552,84176,118659
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,INF,19427,44261,34089,105192,32489,33030,69383
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,HNK,MEC,43973,67105,125744,43973,109881,107406,125963
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,CIV,NA,NA,NA,NA,116108,NA,NA
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,CSE,NA,NA,NA,NA,60078,NA,NA
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,ECE,NA,NA,NA,NA,111201,NA,NA
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,EEE,NA,NA,NA,NA,116322,NA,NA
KLRT,"KLRCOLLEGE OF ENGG AND TECHNOLOGY
PALONCHA",PALONCHA,KGM,CIV,118436,118436,118436,118436,118436,118436,121372
KLRT,"KLRCOLLEGE OF ENGG AND TECHNOLOGY
PALONCHA",PALONCHA,KGM,CSE,45671,97475,86944,45671,100872,45671,104370
KLRT,"KLRCOLLEGE OF ENGG AND TECHNOLOGY
PALONCHA",PALONCHA,KGM,ECE,86655,117630,116584,86655,123698,124199,123072
KLRT,"KLRCOLLEGE OF ENGG AND TECHNOLOGY
PALONCHA",PALONCHA,KGM,EEE,87873,113957,87873,87873,117630,90478,121631
KLRT,"KLRCOLLEGE OF ENGG AND TECHNOLOGY
PALONCHA",PALONCHA,KGM,MEC,46855,46855,116481,46855,74077,46855,120073
KLRT,"KLRCOLLEGE OF ENGG AND TECHNOLOGY
PALONCHA",PALONCHA,KGM,MIN,116158,116158,116158,116158,116158,116158,120153
KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,MDL,CSE,15545,45045,23623,32362,25676,46189,70055
KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,MDL,CSM,18347,56863,26022,38287,29790,52063,82183
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,CSD,5637,19571,9145,5637,10677,16856,31615
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,CSE,4801,13101,8867,16935,9514,15003,24657
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,CSM,6396,14555,9396,20370,11402,16747,29508
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,INF,7320,21917,10740,21351,14217,23517,36113
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,CSD,96892,113583,114030,96892,115396,116732,96892
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,CSE,60555,115641,117905,60555,102261,111963,125910
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,CSM,21365,116294,80669,21365,116500,113315,119440
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,ECE,43112,43112,124884,98177,110688,117598,126103
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,EEE,110424,110424,110424,110424,110424,110424,123674
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,CIV,118199,118199,118199,118199,118449,118199,125657
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,CSD,22133,116702,98702,22133,111400,106184,118775
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,CSE,26436,111398,85827,93345,108271,109720,123234
